"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CU","2019-05-07","81.3","-2.5303","5.8554","Orlando Arcia",606115,544931,"strikeout","swinging_strike",,,,,13,"Orlando Arcia strikes out swinging.  ","R","R","R","MIL","WSH","S",2,"null",0,2,2019,"1.1650","-0.9975","-0.1527","1.0686","null",592325,543768,2,2,"Bot","null","null",,,435559,,"190508_001716","3.1009","-118.3433","-2.1507","10.1584","24.9409","-41.2224","3.2029","1.4777","null","null","null","80.8880","2940","6.2270",567574,544931,435559,435062,572821,543685,594694,594809,572191,645302,"54.2723","null","null","0.00",1,0,0,"null",18,"3","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-05-06","94.9","-3.7359","4.7580","Orlando Arcia",606115,453286,"strikeout","foul_tip",,,,,5,"Orlando Arcia strikes out on a foul tip.  ","R","R","R","MIL","WSH","S",2,"null",3,2,2019,"-0.9894","1.2008","-0.0160","2.5739",543768,542583,519346,1,6,"Bot","null","null",,,435559,,"190507_015700","12.0096","-137.7933","-2.7714","-15.3001","29.1332","-16.2912","3.4900","1.6010","null","null","null","95.4360","2556","6.6100",567573,453286,435559,435062,572821,594694,666198,594809,572191,645302,"53.8893","null","null","0.00",1,0,0,"null",52,"6","4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"FT","2019-05-05","85.2","2.9872","5.5921","Orlando Arcia",606115,450306,"double","hit_into_play_no_out",,,,,2,"Orlando Arcia doubles (3) on a sharp line drive to right fielder Keon Broxton.   Manny Pina to 3rd.  ","R","R","L","MIL","NYM","X",9,"line_drive",1,2,2019,"1.3914","1.1611","0.2591","3.3062","null",444489,"null",0,3,"Bot","189.87","84.52",,,621512,,"190505_184738","-9.0883","-123.6766","-1.3111","15.9284","25.2197","-20.4001","3.4700","1.6300","311","100.3","15.9","84.4560","2260","5.9890",567572,450306,621512,624413,588751,453943,642708,607043,501571,542979,"54.5103","0.562","0.589","1.25",1,1,1,4,17,"4","2-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Strategic"
"FT","2019-05-04","96.4","-1.3017","5.3746","Orlando Arcia",606115,607625,"field_out","hit_into_play",,,,,5,"Orlando Arcia flies out to center fielder Brandon Nimmo.  ","R","R","R","MIL","NYM","X",8,"fly_ball",3,2,2019,"-1.3220","1.0825","-0.1878","2.3526","null",460075,"null",2,9,"Bot","145.92","76.58",,,467092,,"190505_015405","5.8947","-140.0870","-4.8194","-18.5541","33.3067","-17.2256","3.4500","1.6000","295","92.6","42.6","95.6420","2350","6.0460",567571,607625,467092,624413,429664,588751,642708,643446,607043,624424,"54.4535","0.025","0.036","0.00",1,0,0,3,67,"6","2-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"FF","2019-04-19","94.8","-3.1488","5.9838","Orlando Arcia",606115,571670,"field_out","hit_into_play",,,,,11,"Orlando Arcia pops out to pitcher Dylan Floro.  ","R","R","R","MIL","LAD","X",1,"popup",1,2,2019,"-1.1484","1.2961","-1.2099","3.2248","null",519346,592325,2,6,"Bot","129.00","179.70",,,605131,,"190420_021535","7.6031","-137.8506","-4.4080","-16.2607","30.5725","-14.9686","3.4800","1.6100","null","80.0","69.0","94.6230","2298","6.2200",567563,571670,605131,571970,571771,457759,608369,592626,572041,641355,"54.2796","0.002","0.000","0.00",1,0,0,3,51,"4","4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard"
"FF","2019-04-16","94.2","-2.5195","4.9637","Orlando Arcia",606115,656427,"single","hit_into_play_no_out",,,,,7,"Orlando Arcia singles on a ground ball to center fielder Dexter Fowler.   Jesus Aguilar to 2nd.  ","R","R","R","MIL","STL","X",8,"ground_ball",0,2,2019,"-0.5259","1.0931","-0.6759","2.0054","null","null",542583,2,2,"Bot","139.29","85.82",,,425877,,"190417_002141","6.0344","-137.1130","-4.5131","-8.0362","29.0013","-17.3510","3.6400","1.7000","81","80.4","4.6","95.2890","2178","6.8080",567560,656427,425877,502671,543939,572761,657557,542303,451594,500874,"53.6918","0.290","0.281","0.90",1,1,0,2,16,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"KC","2019-04-08","79.4","-1.3171","6.4192","Orlando Arcia",606115,502239,"single","hit_into_play_score",,,,,6,"Orlando Arcia singles on a line drive to left fielder Brian Goodwin.   Mike Moustakas scores.    Yasmani Grandal to 3rd.    Orlando Arcia to 2nd.  Orlando Arcia advances to 2nd, on a throwing error by left fielder Brian Goodwin.  ","R","R","R","LAA","MIL","X",7,"line_drive",3,2,2019,"0.9762","-0.8602","0.3521","2.5789","null",519058,518735,2,2,"Top","77.42","118.39",,,518960,,"190409_023301","1.8506","-115.5111","-0.0386","8.1283","22.7226","-39.9142","3.3710","1.5350","224","74.7","20.0","78.2890","2875","5.6460",564738,502239,518960,571506,600303,664058,592743,571718,545361,594777,"54.8537","0.970","0.857","0.90",1,1,0,4,13,"6","Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2019-04-06","78.9","2.9945","5.9667","Orlando Arcia",606115,430935,"single","hit_into_play_no_out",,,,,9,"Orlando Arcia singles on a ground ball to third baseman Kris Bryant.  ","R","R","L","MIL","CHC","X",5,"ground_ball",1,2,2019,"-0.4821","-0.9712","0.4015","1.7722","null",518735,"null",1,4,"Bot","102.35","174.86",,,605170,,"190407_002708","-4.7038","-114.7551","-0.5450","-3.2623","21.5277","-40.6784","3.3710","1.5350","1","79.2","-58.2","77.8370","2127","5.5940",567557,430935,605170,519203,518614,592178,595879,656941,546991,518792,"54.9058","0.178","0.162","0.90",1,1,0,2,32,"4","Curveball",2,2,2,2,2,2,2,2,"Standard","Standard"
"CU","2019-04-06","79.1","2.8016","6.0776","Orlando Arcia",606115,430935,"fielders_choice_out","hit_into_play",,,,,7,"Orlando Arcia reaches on a fielder's choice out, shortstop Javier Baez to catcher Victor Caratini.   Hernan Perez out at home.  ","R","R","L","MIL","CHC","X",6,"ground_ball",1,2,2019,"-0.6507","-0.6682","-0.4431","1.8151",541650,518735,"null",0,2,"Bot","110.22","156.08",,,605170,,"190406_234737","-5.8481","-114.9783","-1.2317","-4.6056","21.8665","-38.0422","3.3710","1.5350","87","101.4","4.5","78.7250","1854","6.1440",567557,430935,605170,519203,518614,592178,595879,656941,546991,518792,"54.3553","0.560","0.507","0.00",1,0,0,4,17,"4","Curveball",1,2,1,2,2,1,1,2,"Standard","Standard"
"CU","2019-04-01","83.1","-1.5152","6.1032","Orlando Arcia",606115,456696,"force_out","hit_into_play",,,,,8,"Orlando Arcia grounds into a force out, shortstop Jose Peraza to second baseman Kyle Farmer.   Yasmani Grandal out at 2nd.  ","R","R","R","CIN","MIL","X",6,"ground_ball",1,2,2019,"0.3886","-0.2794","-0.0964","1.6642","null","null",518735,2,8,"Top","107.95","151.71",,,571466,,"190402_013941","2.4862","-120.9243","-3.1512","3.2869","23.5739","-34.5017","3.3710","1.5350","9","101.5","-10.9","82.7350","1001","6.0440",565223,456696,571466,458015,571657,553993,606299,608385,594988,624577,"54.4550","0.292","0.235","0.00",1,0,0,2,66,"5","Curveball",3,3,3,3,3,3,3,3,"Standard","Standard"
