,pitchIdx,inning,frame,ab,abIdx,batter,stand,speed,pitchtype,px,pz,szTop,szBottom,des
558,558,8,top,65,4,Howie Kendrick,R,96.4,4-seam fb,-0.77,3.54,3.1,1.38,Foul
559,559,8,top,65,5,Howie Kendrick,R,90.8,fb-cutter,-0.14,2.73,3.1,1.38,"In play, no out"
560,560,8,top,66,1,Asdrubal Cabrera,L,80.1,curveball,-0.52,4.29,3.45,1.62,Ball
561,561,8,top,66,2,Asdrubal Cabrera,L,80.6,curveball,0.03,2.15,3.47,1.64,"In play, out(s)"
562,562,8,bottom,67,1,Carlos Correa,R,82.8,slider,-1.01,1.91,3.53,1.66,Called Strike
563,563,8,bottom,67,2,Carlos Correa,R,83.1,slider,-0.76,0.62,3.55,1.77,Ball
564,564,8,bottom,67,3,Carlos Correa,R,94.2,2-seam fb,1.0,2.37,3.47,1.64,Swinging Strike
565,565,8,bottom,67,4,Carlos Correa,R,84.3,slider,-1.47,1.18,3.52,1.7,Ball
566,566,8,bottom,67,5,Carlos Correa,R,95.4,2-seam fb,0.72,2.79,3.47,1.64,Foul
567,567,8,bottom,67,6,Carlos Correa,R,95.5,4-seam fb,-1.2,2.53,3.45,1.72,Called Strike
568,568,8,bottom,68,1,Robinson Chirinos,R,94.7,2-seam fb,1.8,2.15,3.22,1.5,Ball
569,569,8,bottom,68,2,Robinson Chirinos,R,81.3,slider,0.65,2.14,3.55,1.63,"In play, out(s)"
570,570,8,bottom,69,1,Jake Marisnick,R,94.9,2-seam fb,0.84,0.24,3.61,1.67,Ball
571,571,8,bottom,69,2,Jake Marisnick,R,94.6,2-seam fb,1.45,3.35,3.6,1.69,Ball
572,572,8,bottom,69,3,Jake Marisnick,R,92.8,2-seam fb,0.02,1.82,3.55,1.71,Called Strike
573,573,8,bottom,69,4,Jake Marisnick,R,94.3,2-seam fb,0.59,3.39,3.58,1.72,Called Strike
574,574,8,bottom,69,5,Jake Marisnick,R,83.8,slider,0.23,2.25,3.55,1.63,Foul
575,575,8,bottom,69,6,Jake Marisnick,R,93.8,2-seam fb,0.25,1.15,3.53,1.68,Ball
576,576,8,bottom,69,7,Jake Marisnick,R,95.1,2-seam fb,0.35,3.53,3.55,1.63,Foul
577,577,8,bottom,69,8,Jake Marisnick,R,82.8,slider,-0.63,2.1,3.43,1.63,Swinging Strike
578,578,9,top,70,1,Ryan Zimmerman,R,86.9,sinker,-0.87,2.69,3.66,1.72,Called Strike
579,579,9,top,70,2,Ryan Zimmerman,R,86.4,sinker,-0.76,1.84,3.15,1.45,"In play, no out"
580,580,9,top,71,1,Yan Gomes,R,87.8,sinker,-0.31,2.71,3.06,1.3,Called Strike
581,581,9,top,71,2,Yan Gomes,R,89.3,4-seam fb,1.45,2.0,3.15,1.34,Ball
582,582,9,top,71,3,Yan Gomes,R,88.9,4-seam fb,0.04,2.6,3.15,1.45,"In play, out(s)"
583,583,9,top,72,1,Victor Robles,R,79.1,slider,1.17,2.34,3.25,1.16,Swinging Strike
584,584,9,top,72,2,Victor Robles,R,78.9,slider,0.87,1.64,3.26,1.59,"In play, no out"
585,585,9,top,73,1,Trea Turner,R,88.2,sinker,0.77,2.41,3.27,1.6,Called Strike
586,586,9,top,73,2,Trea Turner,R,88.0,sinker,2.31,1.85,3.33,1.66,Ball
587,587,9,top,73,3,Trea Turner,R,79.8,slider,1.11,2.24,3.26,1.59,Foul
588,588,9,top,73,4,Trea Turner,R,80.5,slider,0.18,2.42,3.26,1.59,Foul
589,589,9,top,73,5,Trea Turner,R,80.1,slider,0.67,2.31,3.26,1.59,Foul
590,590,9,top,73,6,Trea Turner,R,88.1,sinker,-1.73,1.52,3.27,1.65,Ball
591,591,9,top,73,7,Trea Turner,R,88.5,sinker,-1.43,1.91,3.22,1.6,Ball
592,592,9,top,73,8,Trea Turner,R,88.1,sinker,-1.25,1.85,3.28,1.64,Ball
593,593,9,top,74,1,Adam Eaton,L,80.1,curveball,1.66,2.25,2.94,1.67,Ball
594,594,9,top,74,2,Adam Eaton,L,93.0,4-seam fb,0.84,2.1,2.98,1.39,"In play, run(s)"
595,595,9,top,75,1,Anthony Rendon,R,90.9,4-seam fb,0.49,3.69,3.2,1.51,Ball
596,596,9,top,75,2,Anthony Rendon,R,80.4,slider,-0.79,2.34,3.14,1.48,Foul
597,597,9,top,75,3,Anthony Rendon,R,81.3,slider,1.26,1.42,3.08,1.49,Ball
598,598,9,top,75,4,Anthony Rendon,R,93.3,4-seam fb,1.74,2.43,3.13,1.49,Ball
599,599,9,top,75,5,Anthony Rendon,R,92.8,4-seam fb,0.02,3.55,3.14,1.48,Foul
600,600,9,top,75,6,Anthony Rendon,R,92.9,4-seam fb,-0.29,3.09,3.14,1.48,"In play, out(s)"
601,601,9,top,76,1,Juan Soto,L,81.7,curveball,1.35,2.69,3.46,1.78,Ball
602,602,9,top,76,2,Juan Soto,L,84.6,changeup,-0.35,2.25,3.43,1.56,"In play, out(s)"
603,603,9,bottom,77,1,George Springer,R,95.8,4-seam fb,-0.19,2.77,3.74,1.73,Called Strike
604,604,9,bottom,77,2,George Springer,R,94.7,4-seam fb,-0.27,2.48,3.43,1.56,"In play, out(s)"
605,605,9,bottom,78,1,Jose Altuve,R,96.3,4-seam fb,0.11,2.63,3.28,1.33,Called Strike
606,606,9,bottom,78,2,Jose Altuve,R,95.5,4-seam fb,0.57,2.57,2.92,1.43,Called Strike
607,607,9,bottom,78,3,Jose Altuve,R,95.7,4-seam fb,0.23,2.69,3.35,1.56,Swinging Strike
608,608,9,bottom,79,1,Michael Brantley,L,95.8,4-seam fb,1.34,1.83,3.8,1.78,Ball
609,609,9,bottom,79,2,Michael Brantley,L,95.8,4-seam fb,-0.62,1.61,3.53,1.63,Called Strike
610,610,9,bottom,79,3,Michael Brantley,L,86.7,slider,1.27,2.17,3.59,1.63,Ball
611,611,9,bottom,79,4,Michael Brantley,L,96.0,4-seam fb,0.75,2.05,3.35,1.56,Foul
612,612,9,bottom,79,5,Michael Brantley,L,96.5,4-seam fb,1.68,1.35,3.53,1.63,Ball
613,613,9,bottom,79,6,Michael Brantley,L,95.9,4-seam fb,-0.47,1.92,3.35,1.56,Foul
614,614,9,bottom,79,7,Michael Brantley,L,87.9,slider,0.88,1.03,3.35,1.4,Swinging Strike
